CODES,DESCRIPTION,UNIT_1_TAX,UNIT_2_TAX,UNIT_3_TAX,UNIT,WEIGHT,STD,IM_STD,EX_STD
29041000001,"Derivatives of hydrocarbons, containing only sulpho groups, their salts and ethyl esters",3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29042000116,Nitrobenzene,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,553,533
29042000134,Trinitrotoluene,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,301,483
29042000143,P-nitrobiphenyl,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,553,533
29042000152,"Hexanitrostibene, HNS",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,301,483
29042000900,"Other derivatiues of hydrocarbons, containing only nitro or only nitroso groups",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29043100006,Perfluorooctane sulfonic acid,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29043200005,Ammonium perfluorooctane sulphonate,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29043300004,Lithium perfluorooctane sulphonate,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29043400003,Potassium perfluorooctane sulphonate,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29043500002,Other salts of perfluorooctane sulphonic acid,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29043600001,Perfluorooctane sulfonyl fluoride,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29049100003,Trichloronitromethane (chloropicrin),3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,S01 S03 
29049900103,Pentachloronitrobenzene,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29049900906,"Other sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29051100009,Methanol ( methyl alcohol),0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29051210006,Propan-1-ol (propyl alcohol),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051220004,Propan-2-ol (isopropyl alcohol),2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,508,
29051300007,Butan-1-ol (n-butyl alcohol),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051410004,Isobutyl alcohol,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051490007,Other butanols,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051600004,Octanol (octyl alcohol) and isomers thereof,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051700003,"Dodecan-1-ol(lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29051910009,Nonyl alcohol,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051920007,"Fatty alcohol, high grade",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29051930005,"Hexyl alcohol, decyl alcohol, undecyl alcohol",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051940003,Heptyl alcohol and isomers thereof,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29051950000,Pentanol (amyl alcohol) and isomers thereof,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29051990100,"3,3-Dimethylbutane-2-ol (pinacolyl alcohol)",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,S01 S03 
29051990903,Other saturated monohydric alcohols,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29052210004,Citronellol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,508,
29052290007,Other acyclic terpene alcohols,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29052910007,Allyl alcohol,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,553,533
29052990108,Propargyl alcohol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,553,533
29052990901,Other unsaturated monohydric alcohols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,508,
29053100005,Ethylene glycol (ethanediol),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29053200004,"Propylene glycol (propane-1,2-diol)",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29053911004,Butylene glycol,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,,
29053912003,"Propylene glycol (other than proane-1,2-diol)",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,TNE,,508,
29053920003,"Neo-pentanediol, iso-pentanediol",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,,
29053990008,Other diols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,,
29054100003,"2-Ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)",3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,,
29054200002,Pentaerythritol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,508,
29054300001,Mannitol,5.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,TNE,,508,
29054400000,D-glucitol (sorbitol),5.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,TNE,,508,
29054500009,Glycerol,3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",3.5 PERCENT,,KGM,,508,
29054910003,Esters formed by the reaction of the acids of heading 2904 with glycerol,3.4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29054990006,Other polyhydric alcohols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,508,
29055100000,Ethchlorvynol (INN),2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,TNE,,522,522
29055910000,Monochloroglycerol,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,,
29055920008,Dibromoneopentylglycol,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,TNE,,,
29055990904,"Other halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",7.5 PERCENT,,TNE,,508,
29061100008,Menthol,3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,508,
29061210005,Cyclohexanol,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29061220003,Methylcyclohexanols and dimethylcyclohexanols,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29061310004,Sterols,3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,F02 ,
29061320002,Inositols,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,,809,523
29061910008,"Borneol, champhor baroos",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,508 513 ,
29061920006,Terpineols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,508,
29061990001,"Other cyclanic, cyclenic or cycloterpenic alcohol and cyclic alcohols and their halogenated, sulphonated nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,TNE,,508,
29062100006,Benzyl alcohol,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29062900106,Dicofol(ISO),2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,553,533
29062900909,"Other aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29071110005,Phenol (hydroxybenzene),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,,
29071120003,Salts of phenol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29071210102,m-Cresol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508 553 ,533
29071210905,Other cresols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29071220002,Salts of cresols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29071311002,Nonylphenol and its isomers,3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,553,533
29071312001,Salts of nonylphenol and their isomers,3.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29071320001,Octylphenol and its isomers; salts thereof,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,,
29071510001,Naphthols,5.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
29071520009,Salts of naphthols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29071900107,"Propofol, and its isomer, salts",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,522,522
29071900900,Other monophenols and their salts,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29072100005,Resorcinol and its salts,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,,
29072200004,Hydroquinone (quinol) and its salts,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,,
29072300003,"4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,553,533
29072910005,Pyrogallol (pyrogallic acid) and its salts,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29072920101,"CP47,497, 2-[(1R,3S)-3-hydroxycyclohexyl]-5-(2-methyloctan-2-yl)phenol, and their Isomers, Esters, Ethers, Salts",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,522,522
29072920904,Other Phenol-alcohols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29072990008,Other polyphenols and their salts,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29081100006,Pentachlorophenol (ISO),0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,805,805
29081910006,Salts of pentachlorophenol (ISO),0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29081920004,Tetrabromobisphenol A,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29081930002,Octabromobisphenol A,1.2 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29081990107,"2,4,6-trichlorophenol",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29081990205,"2,4,5-trichlorophenol",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29081990303,"Hexachlorophene (2,2'-dihydroxy-3, 3',5,5',6,6'-hexachlorodiphenylmethane)",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29081990401,"2,4-Dichlorophenol",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29081990900,Other derivatives containing only halogen substituents of phenols or phenol-alcohols and their salts,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29089100009,Dinoseb (ISO) and its salts,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,805,805
29089200106,"4,6-Dinitro-o-cresol",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29089200909,"Salts of 4,6-Dinitro-o-cresol",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29089900109,Picric acid (trinitro phenol) and ammonium picrate,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,301,483
29089900207,"2,4-Dinitrophenol",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29089900305,"Derivatives containing only sulpho groups of phenol, or phenol-alcohols, their salts and esters",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29089900314,Lead Styphnate,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,301,483
29089900902,"Other halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29091100005,Diethyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29091910005,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives, for perfumery purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29091920003,"1,1,1-Trimethoxy propane",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29091990106,Dichloromethyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29091990204,Methyl tertiary butyl ether (MTBE),5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29091990302,Chloromethyl methyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29091990419,Bis-Chloromethyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29091990428,Bis(2-chloro-1-methylethyl) ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29091990909,"Other acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29092010002,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated sulphonated, nitrated or nitrosated derivatives, for perfumery purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29092090005,"Other cyclanic, cyclenic or cycloterpenic ethers and their halogenated sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29093020008,Pentabromodiphenyl oxide,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093030006,Tetradecabromodiphenoxybenzene,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29093040004,Di (tribromo phenoxy) ethene,0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,TNE,,,
29093050109,Octabromodiphenyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093050207,Decabromodiphenyl ether,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093090110,"2,2',4,4'-Tetrabromodiphenyl ether(BDE-47)",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093090129,"2,2',4,4',5,5'-Hexabromodiphenyl ether(BDE-153);2,2',4,4',5,6'-Hexabromodiphenyl ether(BDE-154)",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093090138,"2,2',3,3',4,5',6-Heptabromodiphenyl ether(BDE-175);2,2',3,4,4',5',6-Heptabromodiphenyl ether(BDE-183)",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093090209,Nitrofen,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29093090904,"Other aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated or nitrosated derivatives",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29094100009,"2,2'-Oxydiethanol (diethylene glycol, digol)",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29094310005,Monobutyl ethers of ethylene glycol,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29094320003,Monobutyl ethers of diethylene glycol,4 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",10 PERCENT,,KGM,,,
29094400113,2-Ethoxyethanol (Ethylene glycol monoethyl ether),5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29094400122,2-Methoxyethanol (Ethylene glycol monomethyl ether),5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29094400907,Other monoalkylethers of ethylene glycol or of diethylene glycol,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29094912007,Dipropylene glycol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,TNE,,,
29094920007,"Glyceryl guaiacolate (3-(2-Methoxyphenoxy)-1, 2-propanediol); Guaiacol glyceryl ether",0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
29094991001,"Other ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives, for perfumery purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29094999003,"Other ether alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",7.5 PERCENT,,KGM,,508,S01 S03 
29095010005,Guaiacol,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29095020003,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives, for perfumery purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29095040009,Potassium guaiacol sulfonate (3-Hydroxy-4- methoxybenzene  sulfonic acid monopotassium salt),5.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",12.5 PERCENT,,KGM,,,
29095090008,"Other ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,S01 S03 
29096000112,Dicumyl peroxide (DCP),5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,S01 S03 
29096000121,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives, for perfumery purposes",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29096000194,"Other alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
29096000201,"Acetal and hemiacetal peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29101000003,Oxirane (ethylene oxide),0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,,553,533
29102000001,Methyloxirane (propylene oxide),0 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",0 PERCENT,,KGM,,,
29103000009,"1-Chloro-2, 3-epoxypropane (epichlorohydrin)",1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",2.5 PERCENT,,KGM,,553,533
29104000007,"Dieldrin (ISO, INN)",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29105000004,Endrin(ISO),5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29109010004,N-butyl epoxypropyl ether,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,,
29109090203,Styrene oxide,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,553,533
29109090908,"Other epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29110000004,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives",5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,508,
29121100000,Methanal (formaldehyde),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",1 PERCENT,,KGM,,553,533
29121200009,Ethanal (acetaldehyde),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,508 553 ,533
29121900100,Acrolein,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,553,533
29121900208,Butyraldehyde,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,508 553 ,533
29121900306,Crotonaldehyde (2-butenal),1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,553,533
29121900903,Other acyclic aldehydes without other oxygen function,1 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",2.5 PERCENT,,KGM,,508,
29122100008,Benzaldehyde,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29122900000,"Cyclic aldehydes without oxygen other function, n. e. s.",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29124100004,Vanillin ( 4 - hydroxy - 3 - methoxybenzaldehyde ),2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29124200003,Ethylvanillin ( 3 - ethoxy - 4 - hydroxybenzaldehyde ),2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29124910004,Aldehydes of a kind used for perfumery and flavouring purposes,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29124920100,Aldehyde-alcohols,2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",5 PERCENT,,KGM,,508,
29124990007,"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function",2.5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,CN,NZ,SG)",5 PERCENT,,KGM,,508,
29125000002,Cyclic polymers of aldehydes,5 PERCENT,"0 PERCENT (PA,GT,NI,SV,HN,NZ,SG)",7.5 PERCENT,,KGM,,,
